#stno	yyyymmdd	TX01	WD01	WD02	SS02	GR01
467410	20071018	25.2	2.9	20	80.2	16.47
467410	20071019	24.3	4.4	30	83	16.62
467410	20071020	24.4	2.6	40	60.4	15.45
467410	20071021	25	2	280	83.3	16.26
467410	20071022	26.1	2.7	40	84	16.47
467410	20071023	25.8	2.4	30	88	16.66
467410	20071024	26.4	1.9	40	82	16.03
467410	20071025	27.1	2.9	40	79.5	15.2
467410	20071026	26.9	2.8	40	56.6	13.5
467410	20071027	25.7	3.2	40	81.5	16.08
467410	20071028	25.9	2.4	30	63	14.83
467410	20071029	26.2	2.8	20	44.4	13.18
467410	20071030	26.6	3.1	30	50.8	13.41
467410	20071031	26.4	3.2	30	53.5	13.42
467410	20071101	25.2	4.9	20	34.8	11.23
467410	20071102	23	4.3	30	28.6	11.35
467410	20071103	23.7	3.6	30	64.5	13.51
467410	20071104	23.2	4	40	72.7	14.77
467410	20071105	22.5	4.8	30	3.6	5.55
467410	20071106	22.7	4.4	20	0.9	6.18
467410	20071107	23.6	3.5	30	3.6	7.55
467410	20071108	24.2	3.8	30	56.9	14.1
467410	20071109	23.8	4.6	30	40.7	13.31
467410	20071110	23.5	3.9	30	25.4	10.81
467410	20071111	23.1	3.9	30	69.9	13.54
467410	20071112	23.1	1.6	40	84.5	15.06
467410	20071113	23.2	1.7	40	78.3	15.13
467410	20071114	23.3	2.5	40	81.1	14.58
467410	20071115	24.1	1.2	330	81.2	13.91
467410	20071116	24.5	1.6	360	82.2	14.52
467410	20071117	24.4	2	360	65.9	12.62
467410	20071118	23.5	3.1	30	53.1	12.48
467410	20071119	21.6	5	20	79.2	14.3
467410	20071120	21.7	4.8	20	68.9	13.98
467410	20071121	22.2	3.8	10	42.3	11.98
467410	20071122	23.2	2.4	20	78.2	13.29
467410	20071123	22.8	2.4	20	40.6	11.67
467410	20071124	23.3	2.4	20	76.6	12.81
467410	20071125	24	2.2	40	79.4	13.08
467410	20071126	22.6	4.4	30	0	1.05
467410	20071127	18.2	7.3	30	0	5.62
467410	20071128	16	5.4	30	0	3.61
467410	20071129	17.2	4.9	30	85.3	13.95
467410	20071130	18.4	2.6	30	81.7	13.14
467410	20071201	19.4	2.3	30	88.2	14
467410	20071202	21	3.3	20	71.6	12.99
467410	20071203	20.1	4.3	20	85.6	13.72
467410	20071204	19.8	3.6	30	46.5	10.93
467410	20071205	20.9	2.3	40	0.9	7.45
467410	20071206	20.4	3.8	20	73.6	12
467410	20071207	19.9	4.3	30	81.2	13.14
467410	20071208	19.4	3.9	30	74.7	12.22
467410	20071209	20.5	2.5	40	45.8	11.07
467410	20071210	21.7	1.8	20	71.9	11.84
467410	20071211	21.9	2.9	30	68.2	12.04
467410	20071212	23.1	2.1	40	7.5	7.54
467410	20071213	23	4.1	20	83.3	12.58
467410	20071214	19.8	4.3	20	42.1	10.84
467410	20071215	20.6	3.9	30	76.7	12.13
467410	20071216	21.1	3.1	30	37.4	10.33
467410	20071217	22.2	2.5	340	67.4	11.71
467410	20071218	21	3.4	30	59	11.09
467410	20071219	19.8	4.8	30	31.8	9.64
467410	20071220	20.1	3.9	30	52.5	11.56
467410	20071221	22.7	2.8	40	66.5	11.85
467410	20071222	23.9	2.5	40	61.8	11.28
467410	20071223	22.1	3.4	30	51.5	10.8
467410	20071224	20.3	4.8	20	34.6	9.8
467410	20071225	20.4	4.5	20	54.3	10.62
467410	20071226	20.6	3.8	30	86.1	12.47
467410	20071227	19.8	3.1	20	83.3	12.32
467410	20071228	20.4	3.8	20	75.8	12.12
467410	20071229	18.7	4.7	20	72.9	12.07
467410	20071230	16.2	5.7	20	60.8	11.29
467410	20071231	14.1	5.4	20	7.5	7.28
467410	20080101	14	5.1	30	66.3	11.36
467410	20080102	14.1	3.9	30	76.6	11.85
467410	20080103	15.8	3	40	80.2	12.19
467410	20080104	17.5	3.2	30	81.1	12.26
467410	20080105	18.2	4.4	30	85.7	13.51
467410	20080106	19.3	2.9	40	5.6	8.41
467410	20080107	21.6	2.5	30	39.1	10.25
467410	20080108	23.1	2.3	30	54.9	11.14
467410	20080109	23	2.8	40	48.3	11.68
467410	20080110	23.7	2.5	40	52	11.52
467410	20080111	24.3	2.3	40	64	12.5
467410	20080112	24.7	3.8	40	75.1	12.81
467410	20080113	19.2	5.5	30	4.6	7.26
467410	20080114	17.3	5.2	30	0	7.2
467410	20080115	18	4.8	20	2.8	8.1
467410	20080116	16.1	5.5	30	0	4.1
467410	20080117	16.4	3.8	30	1.8	6.31
467410	20080118	17.7	3.6	20	86.6	14.6
467410	20080119	19.1	3.1	30	62.6	12.97
467410	20080120	21	4.1	20	61.6	12.71
467410	20080121	20.6	4.9	20	70.7	14.33
467410	20080122	20.1	4.9	20	67.8	13.78
467410	20080123	19.4	5.2	20	40.3	12.07
467410	20080124	16.3	5.2	30	0	5.28
467410	20080125	16.3	3.3	20	0	4.49
467410	20080126	17.3	4	20	0	3.16
467410	20080127	17.5	4.5	20	42.8	11.93
467410	20080128	18.3	4.1	20	23.6	10.65
467410	20080129	18.6	4	30	24.5	9.64
467410	20080130	17.6	4.7	30	68	14.05
467410	20080131	15.1	5.1	30	2.7	8.52
467410	20080201	16.9	4.9	30	33.5	13.19
467410	20080202	17.1	5.2	30	50.6	12.02
467410	20080203	14.1	5.1	30	1.8	6.28
467410	20080204	14.7	4.2	20	0.9	6.09
467410	20080205	16.6	4.5	20	9	10.54
467410	20080206	15.2	6	20	25.1	12.43
467410	20080207	14.7	4.2	30	18.8	10.58
467410	20080208	14.9	5.4	20	33.1	12.96
467410	20080209	13	6.4	20	33	12.87
467410	20080210	13.2	4.7	30	60.6	15.72
467410	20080211	14.7	4.6	20	3.6	9.31
467410	20080212	12.3	6.4	30	1.8	4.91
467410	20080213	12.1	5.1	30	5.3	8.71
467410	20080214	12.6	4.4	30	0	4.24
467410	20080215	14.1	4.5	30	76.9	15.76
467410	20080216	15.9	3.8	30	-9997	16.46
467410	20080217	17.1	4.3	30	-9997	16.56
467410	20080218	17.2	4.5	30	7.9	12.84
467410	20080219	16.3	5.1	30	41.2	14.53
467410	20080220	17.3	4.4	30	69.2	16.72
467410	20080221	18.1	3.3	30	65.6	16.5
467410	20080222	20.4	3.5	40	0	8.23
467410	20080223	20	3	40	0	1.46
467410	20080224	17.2	4	20	0	8.29
467410	20080225	17.1	3.4	20	8.7	9.11
467410	20080226	18.6	5.4	30	88.3	18.97
467410	20080227	14.2	5.8	20	67.4	16.2
467410	20080228	15.9	3.2	20	54.4	15.16
467410	20080229	15.6	3.6	30	0	6.45
467410	20080301	19.1	3.4	30	76.7	17.23
467410	20080302	20.2	3.9	20	87.7	19.02
467410	20080303	20.2	5	30	91	19.77
467410	20080304	18.5	4.3	30	84.8	18.82
467410	20080305	18.4	2.8	30	81.2	18.2
467410	20080306	19.3	2.4	40	80.2	17.11
467410	20080307	20.2	3	20	39.2	13.9
467410	20080308	19.4	4	30	43.3	14.62
467410	20080309	19.6	4.2	20	70.4	18.12
467410	20080310	20.5	3.5	30	3.4	9.07
467410	20080311	21.4	3.6	20	81.1	17.98
467410	20080312	22.4	2.8	30	79.3	18.36
467410	20080313	22.9	3.1	30	64	16.85
467410	20080314	22.3	3.9	20	16.8	11.29
467410	20080315	21.2	3.1	20	6.7	9.77
467410	20080316	23.1	2.9	30	79.5	17.44
467410	20080317	23.5	3.3	30	47.6	15.35
467410	20080318	25.1	2.6	40	63.4	16.57
467410	20080319	24.1	5.1	30	60.8	17.16
467410	20080320	21.9	2.7	50	66.5	17.71
467410	20080321	23.2	2.8	40	59.7	17.37
467410	20080322	24.1	2.6	260	57.9	16.52
467410	20080323	21.3	4.1	20	24.8	11.76
467410	20080324	21.8	2	350	14	10.78
467410	20080325	22.2	2.1	80	27.2	14.59
467410	20080326	22.8	2.4	40	14.8	13.54
467410	20080327	23.2	2.2	330	82	20.36
467410	20080328	23.8	2.5	40	49.1	15.52
467410	20080329	25.6	2.5	190	44.1	16.16
467410	20080330	25.5	2.9	330	33.4	14.55
467410	20080331	19.8	3.7	30	0	5.26
467410	20080401	20	2.7	30	0	7.13
467410	20080402	23.3	2.9	30	34.1	15.03
467410	20080403	23.4	3.4	20	50.2	18.76
467410	20080404	25.1	2.7	40	59	18.42
467410	20080405	26.1	2.5	20	76.6	19.86
467410	20080406	26.6	1.9	270	68.4	20.44
467410	20080407	27.4	1.9	30	73.1	20.51
467410	20080408	27.1	2.9	170	67.4	19.81
467410	20080409	28	2.1	200	34.4	16.03
467410	20080410	27.5	2	310	40	15.96
467410	20080411	25.7	2.6	20	8	10.33
467410	20080412	25.8	3.3	20	35	14.78
467410	20080413	25.6	3.6	20	42.9	17.18
467410	20080414	25.5	3.9	20	72.2	19.78
467410	20080415	26.1	3.4	30	34.9	14.34
467410	20080416	27.7	2.1	250	56.9	18.47
467410	20080417	26	3	20	0	7.24
467410	20080418	24.9	3.2	30	11.8	12.15
467410	20080419	26.2	2.7	340	41.7	18.88
467410	20080420	27.6	2.7	30	34.6	15.81
467410	20080421	28.1	2.7	220	31.4	16.36
467410	20080422	27.6	3.5	30	74.4	19.51
467410	20080423	25.3	4.5	20	67.2	20.05
467410	20080424	21.7	3.4	20	0	4.79
467410	20080425	23.1	2.7	20	10.1	11.93
467410	20080426	25.2	2.9	340	74.7	20.53
467410	20080427	26.1	2.4	20	56.7	18.35
467410	20080428	23.7	3.3	30	1.6	4.57
467410	20080429	26.7	3	10	59.6	19.21
467410	20080430	27.8	2.8	20	75	20.87
467410	20080501	27.2	2.7	20	1.5	9.53
467410	20080502	26.5	1.8	30	5.4	8.08
467410	20080503	27.6	2.1	300	48.5	19.36
467410	20080504	28.6	2.3	270	75.3	21.67
467410	20080505	27.3	2.9	10	39.9	16.62
467410	20080506	26.2	2.5	10	11.5	12.75
467410	20080507	27.9	3.3	30	60.5	17.38
467410	20080508	28.5	2.5	290	87.9	23.28
467410	20080509	28.9	2.7	280	83.2	22.58
467410	20080510	26.9	4.7	20	53.4	20.44
467410	20080511	24.4	3.4	30	4.6	10.82
467410	20080512	25.2	2.8	30	47.9	19.04
467410	20080513	26.7	2.4	340	73.7	21.75
467410	20080514	26.7	2.9	30	75.1	22.6
467410	20080515	26.8	3.7	20	76.5	21.82
467410	20080516	26.8	2.5	20	75.7	22.72
467410	20080517	27.7	4.4	20	74.9	21.45
467410	20080518	27.7	3.1	320	86.9	23.15
467410	20080519	25.7	4.3	20	5.3	8.27
467410	20080520	23.3	1.9	30	0	3.95
467410	20080521	26	1.8	50	11.3	13.48
467410	20080522	26.4	2.4	140	5.3	7.36
467410	20080523	27.7	2.4	200	48.8	17.15
467410	20080524	28.6	2.6	280	84.1	23.01
467410	20080525	28.8	2.3	280	68.2	21.26
467410	20080526	29.2	2.3	310	58.4	19.77
467410	20080527	28.7	2.4	250	27.7	13.8
467410	20080528	29.5	2.9	210	68.8	20.89
467410	20080529	28.3	3.1	160	28.4	14.61
467410	20080530	29.1	2.4	260	48.5	19.94
467410	20080531	27.3	3.1	20	11.9	9.75
467410	20080601	27.7	1.8	300	15.7	16.05
467410	20080602	26.2	2.3	140	1.5	5.5
467410	20080603	25.8	2.8	140	0.7	8.11
467410	20080604	24.7	2.4	140	0	3.11
467410	20080605	23.9	3.5	130	0	1.76
467410	20080606	26.4	2.2	40	6.7	12.6
467410	20080607	28	1.8	180	21.5	14.56
467410	20080608	29.2	3.3	210	63.9	21.91
467410	20080609	29.4	4.2	200	84.6	23.93
467410	20080610	29.4	4.1	200	83.1	24.38
467410	20080611	29.5	2.6	170	59.3	20.4
467410	20080612	28.8	2.3	360	40.8	16.36
467410	20080613	29.3	4.5	190	48.9	19.11
467410	20080614	25.7	4.2	160	0	0.01
467410	20080615	24.8	4.5	160	0	4.21
467410	20080616	24.3	4.1	130	0	0.57
467410	20080617	27.2	4.7	190	33.3	14.37
467410	20080618	29.4	4.7	200	78.5	22.83
467410	20080619	29.6	2.6	260	77	23.68
467410	20080620	29.8	2.6	330	62.9	17.46
467410	20080621	29.6	2.3	280	55.5	18.89
467410	20080622	29.9	2.4	300	74	22.24
467410	20080623	30.1	3.1	30	74.8	20.14
467410	20080624	30.2	5.6	160	72.6	22.12
467410	20080625	29.2	4.8	190	43.7	16.68
467410	20080626	29.3	4.8	200	55.6	19.21
467410	20080627	26.2	3.6	130	0	3.53
467410	20080628	25.4	2.9	130	0	0.83
467410	20080629	28.7	3.9	210	66.7	22.2
467410	20080630	29.9	3.2	130	82.3	23.92
467410	20080701	29.9	2.7	140	89.7	24.32
467410	20080702	29.9	2.8	310	72.7	21.17
467410	20080703	30.1	2.3	190	81.6	22
467410	20080704	30.7	2.6	250	87.6	23.19
467410	20080705	30.5	3	200	72.8	21.86
467410	20080706	29.6	2.5	220	52.8	17.8
467410	20080707	28.7	2.6	130	16.4	14.14
467410	20080708	27.4	4.3	190	21.6	15.06
467410	20080709	27.8	3.8	130	31.3	18.16
467410	20080710	27.1	2.7	130	12.7	14.91
467410	20080711	28.6	2.8	160	76.8	24.38
467410	20080712	28.7	3	210	59.7	20.59
467410	20080713	29.1	2.4	260	55.2	19.14
467410	20080714	29.8	2.5	320	71	21.06
467410	20080715	29.9	3	10	62.8	20.68
						
						
467420	20030101	15.6	2	360	71	11.64
467420	20030102	17.2	1.8	10	79.4	12.86
467420	20030103	15.2	5.7	10	26.1	6.16
467420	20030104	14.5	2.7	360	92.3	14.01
467420	20030105	13.1	4	360	89.5	13.39
467420	20030106	14	2.7	360	40.1	9.4
467420	20030107	14.8	6.4	360	54	10.57
467420	20030108	15.4	3.9	10	92.1	14.56
467420	20030109	17	3.4	360	37.2	9.52
467420	20030110	16.2	5.8	10	80.8	13.91
467420	20030111	15.3	3.6	10	83.5	13.65
467420	20030112	15.8	2.5	10	61.2	11.03
467420	20030113	16.8	3	10	65.8	12.67
467420	20030114	16.7	3	10	81.4	13.76
467420	20030115	16.1	3.7	360	80.4	13.03
467420	20030116	16.3	3	10	67.4	12.15
467420	20030117	17.5	2.4	10	71.9	12.57
467420	20030118	17.4	2.5	10	36.9	8.26
467420	20030119	18	4	360	82.8	14.14
467420	20030120	16.8	2.5	360	41.4	8.96
467420	20030121	18.4	1.7	10	30.3	8.69
467420	20030122	16.2	3.7	360	0	2.24
467420	20030123	15.5	5.1	360	85.2	13.06
467420	20030124	15.6	1.9	360	87.8	13.34
467420	20030125	18.4	1.9	20	88.6	14.53
467420	20030126	21.2	2.4	210	92.1	14.97
467420	20030127	17	5.8	360	69.2	13.36
467420	20030128	13.6	3.5	360	74.6	13.18
467420	20030129	14.9	2.5	10	91.7	15.11
467420	20030130	16.5	1.7	310	90.7	15.33
467420	20030131	18.5	1.6	10	83.3	14.96
467420	20030201	18.6	4.4	350	88.6	15.67
467420	20030202	15.2	4.4	10	84	14.89
467420	20030203	15	2.3	360	7.2	5.86
467420	20030204	15	5	360	53.1	12.07
467420	20030205	13.9	3.5	360	20.7	6.92
467420	20030206	14.8	2.6	360	81.6	14.83
467420	20030207	17.2	1.8	30	43	10.5
467420	20030208	18	2.8	20	3.6	4.5
467420	20030209	19.2	1.8	350	67.9	15.1
467420	20030210	20.4	2	30	79.3	16.87
467420	20030211	18.4	4.1	10	84.5	15.87
467420	20030212	16.4	4.5	360	72.8	15.56
467420	20030213	17	3.7	350	75.4	15.15
467420	20030214	19.4	3.1	360	76.1	15.89
467420	20030215	22.4	3.4	210	70.7	14.89
467420	20030216	22.4	3.3	150	70.6	15.98
467420	20030217	19.1	2.8	10	29.9	9.83
467420	20030218	19.8	2.9	10	64.2	14.48
467420	20030219	19.1	4.3	10	64.9	14.54
467420	20030220	18.4	2.8	10	85.8	17.1
467420	20030221	19.9	2	50	73.4	15.15
467420	20030222	21.9	1.4	250	67.2	13.84
467420	20030223	22.4	1.7	110	88	16.43
467420	20030224	20.8	3.9	10	65.2	15.03
467420	20030225	19.6	2.9	360	53.8	13.05
467420	20030226	22.5	2.7	10	84.9	17.81
467420	20030227	22.6	3.3	10	71.8	15.58
467420	20030228	21.6	2.3	10	57.8	14.46
467420	20030301	23	2.5	360	91.3	18.19
467420	20030302	22.3	2	270	55	12.89
467420	20030303	24	2.4	250	84.1	18.37
467420	20030304	19.2	3.3	10	44.5	10.62
467420	20030305	22.4	1.8	140	35.9	11.66
467420	20030306	24	2.4	220	34.1	10.79
467420	20030307	15.8	5.7	10	10.2	7.53
467420	20030308	14.5	2.8	360	9.4	7.67
467420	20030309	16	2.4	350	2.5	5.06
467420	20030310	15.3	4	10	22.9	8.9
467420	20030311	17.5	2.2	20	90.4	20.48
467420	20030312	18.9	3.4	360	75.1	18.5
467420	20030313	19.6	3.5	360	90.9	20.35
467420	20030314	18.8	2.7	360	51.3	14.25
467420	20030315	21.9	2.1	10	78.8	18.33
467420	20030316	24.3	2.7	150	68.6	19.16
467420	20030317	23.4	2.2	300	63.5	13.14
467420	20030318	20	4.1	360	40.9	13.7
467420	20030319	17.3	3.8	10	36.6	12.86
467420	20030320	16	4	10	2.5	4.91
467420	20030321	18	4.3	360	60.5	17.61
467420	20030322	18.1	2.4	360	5.8	8.8
467420	20030323	19.2	2.8	340	47.1	14.68
467420	20030324	18.7	2.9	360	0	3.11
467420	20030325	20.3	2.5	340	55.1	14.43
467420	20030326	22.2	1.5	330	62.4	16.28
467420	20030327	23.9	2.6	360	90.2	21.01
467420	20030328	21.6	3.4	360	69.6	18.84
467420	20030329	21.4	2.3	320	54.7	15.9
467420	20030330	23.7	1.7	260	74.2	17.79
467420	20030331	25.3	2.7	220	73.2	19.03
467420	20030401	25.2	2.1	240	30.9	12.34
467420	20030402	25.1	2.2	240	8.1	10
467420	20030403	24.8	2.4	220	4	5.35
467420	20030404	22.4	2.7	10	4	5.71
467420	20030405	19	3.7	360	1.6	8.41
467420	20030406	21	1.2	10	8	7.56
467420	20030407	24	2	180	19.3	9.11
467420	20030408	22.5	1.3	20	3.2	3.99
467420	20030409	20.5	2	10	0	2.28
467420	20030410	22.3	1.9	350	33.6	11.7
467420	20030411	24.7	2.3	210	43.1	12.33
467420	20030412	25.9	1.5	250	76.5	19.34
467420	20030413	25.9	1.6	250	91.4	21.13
467420	20030414	24.6	3	10	45.2	14.15
467420	20030415	21.5	2.6	360	2.4	7.64
467420	20030416	24.2	1.8	360	38	13
467420	20030417	25.5	2.1	20	49.7	14.95
467420	20030418	25.5	1.7	340	58.3	15.57
467420	20030419	25.8	1.7	310	72.4	19.11
467420	20030420	26.4	3.8	10	77	18.76
467420	20030421	25.6	3.8	10	51.8	16.57
467420	20030422	24.7	3.1	350	36.8	13.72
467420	20030423	25.8	1.8	10	55.5	18.64
467420	20030424	26.5	2	350	58.5	16.77
467420	20030425	26.5	2.1	270	70.9	20.32
467420	20030426	26.9	2.7	350	64.6	17.66
467420	20030427	25.9	2.5	10	64.5	18.54
467420	20030428	26	2.1	10	55.1	17.65
467420	20030429	26.4	2.2	340	86.7	22.64
467420	20030430	25.4	3.9	360	54.9	18.29
467420	20030501	24.1	2.8	10	62.5	18.7
467420	20030502	25.7	2.3	10	65.5	17.3
467420	20030503	26.6	0.9	250	19.2	11.73
467420	20030504	27.3	3.4	200	43.8	15.15
467420	20030505	26.4	2.3	170	6.9	7.68
467420	20030506	28.3	3.4	220	89.7	21.53
467420	20030507	28.9	3	240	88	24.74
467420	20030508	28.3	2.6	340	85.6	22.96
467420	20030509	26.9	2.5	340	62.6	19.69
467420	20030510	26.4	2.1	250	55.7	17.53
467420	20030511	27.2	2.2	340	43.4	14.98
467420	20030512	27.9	2.1	360	75.3	20.97
467420	20030513	28.4	2	260	82	22.92
467420	20030514	28.3	2.6	240	67.5	19.99
467420	20030515	27.2	1.6	260	19.7	11.55
467420	20030516	28	2.3	240	41.6	16.16
467420	20030517	26.4	1.7	150	0	3.36
467420	20030518	24.8	2.1	140	1.5	4.28
467420	20030519	25.6	2.1	360	37.7	16.16
467420	20030520	27.2	2.3	360	74.6	23.07
467420	20030521	27.3	2.1	250	69.3	21.37
467420	20030522	26.9	2.6	10	65.4	19.55
467420	20030523	26.6	2.4	340	63.1	19.66
467420	20030524	28.1	2	310	78.1	22.15
467420	20030525	28	2.7	340	79.5	21.13
467420	20030526	27.4	2.5	360	71.2	18.56
467420	20030527	25.3	3.3	10	35.2	14.72
467420	20030528	25.5	3.3	360	47.1	16.18
467420	20030529	25.4	2.8	350	64.3	18.78
467420	20030530	27.5	2.5	350	80.6	21.2
467420	20030531	28	2.2	350	78.3	20.59
467420	20030601	27.6	2.1	280	73.1	19.88
467420	20030602	26.9	2.3	360	3.7	11.52
467420	20030603	26.4	2.2	310	60.3	20.21
467420	20030604	26.9	1.9	340	70.7	19.7
467420	20030605	27.3	1.8	270	68.4	19.58
467420	20030606	27.8	3.4	220	37.9	15.67
467420	20030607	23.9	2.7	160	0	0.88
467420	20030608	26.1	3	210	10.4	11.31
467420	20030609	27.1	1.9	260	39.3	15.21
467420	20030610	26.5	2.6	170	8.9	9.73
467420	20030611	26.9	4.4	190	25.2	13.17
467420	20030612	26.2	4.3	200	5.2	6.13
467420	20030613	25.7	2.8	150	19.3	9.87
467420	20030614	28	2.6	260	67.4	21.51
467420	20030615	28	2.3	350	69.6	19.27
467420	20030616	27.4	2.9	360	45.9	17.21
467420	20030617	27.5	3.5	350	51.8	18.43
467420	20030618	25.7	3.6	350	14.8	8.35
467420	20030619	28.1	3.4	240	77	21.17
467420	20030620	26	4.4	150	18.5	7.72
467420	20030621	28.2	5.2	180	74.8	22.98
467420	20030622	28.5	3.4	220	65.1	21.68
467420	20030623	28.5	3.5	170	80.7	24.27
467420	20030624	28.3	2.7	250	68.1	20.04
467420	20030625	28.4	3.6	160	50.4	15.69
467420	20030626	25.3	3.9	160	0.7	4.06
467420	20030627	28.7	3.9	200	80	24.53
467420	20030628	28.9	2.9	240	83	25.09
467420	20030629	28.8	2.1	260	81.5	25.12
467420	20030630	29.1	2.8	220	78.6	22.81
467420	20030701	29.4	2.6	200	74.2	21.69
467420	20030702	29.3	3	240	78.6	22.84
467420	20030703	28.9	2.8	250	75	23.78
467420	20030704	29.3	2.8	220	84.6	25.16
467420	20030705	29.6	3.3	230	78	22.82
467420	20030706	29.5	2.9	250	78	24.47
467420	20030707	29.4	2.2	250	75.1	22.57
467420	20030708	27.8	2.2	260	37.9	14.82
467420	20030709	29.2	2.4	190	53.6	19.59
467420	20030710	29.5	3.6	220	86.4	26.01
467420	20030711	29.2	2	210	49.2	17.6
467420	20030712	29.7	2	150	78.3	23.51
467420	20030713	29.8	2.1	260	65.7	18.77
467420	20030714	30	2.3	250	71	19.39
467420	20030715	30.5	2.9	250	52.3	16.54
467420	20030716	30.5	2.6	250	56.9	17.85
467420	20030717	30	3.1	220	50.2	16.96
467420	20030718	29.9	3.6	210	84.7	24.82
467420	20030719	30.3	1.7	30	61.5	19.55
467420	20030720	29.7	1.7	260	64.6	19.93
467420	20030721	29.6	1.9	330	46.6	15.98
467420	20030722	30.3	3.2	10	57.9	19.52
467420	20030723	30.1	1.5	320	27.1	10.74
467420	20030724	30.5	4.1	190	66.3	20.5
467420	20030725	29.6	2.1	250	65.7	20.8
467420	20030726	29.7	1.7	300	67.2	21.03
467420	20030727	29	1.7	250	61.3	19.48
467420	20030728	29.3	2	260	85.6	23.85
467420	20030729	29.7	2.5	260	68.2	20.32
467420	20030730	29.3	2.7	260	66	19.66
467420	20030731	29.4	2.2	250	63.1	19.79
467420	20030801	29.3	2.1	250	77.6	20.47
467420	20030802	28.7	1.5	300	42.7	14.7
467420	20030803	28.2	1.9	310	8.4	7.64
467420	20030804	25.5	5.9	170	0	2.92
467420	20030805	26.7	2.5	130	20.7	9.48
467420	20030806	27.5	1.4	360	23.7	11.04
467420	20030807	28.9	2.7	10	88.2	22.42
467420	20030808	29	2.3	260	64.5	17.41
467420	20030809	29.2	2.3	250	63.8	17.3
467420	20030810	27.9	1.7	150	6.2	0.63
467420	20030811	29	3.8	180	37	14.39
467420	20030812	29	4	150	79.6	21.21
467420	20030813	29	3	160	57.3	18.15
467420	20030814	29.2	1.6	250	57.3	17.27
467420	20030815	28	1.7	310	43.5	14.07
467420	20030816	27.5	1.5	70	42	12.78
467420	20030817	28.3	1.7	300	56.1	16.51
467420	20030818	29.2	2.2	240	51.5	15.21
467420	20030819	27.3	1.6	150	32	11.01
467420	20030820	26.7	5.5	160	28.9	12.36
467420	20030821	28.4	4.4	190	59.6	16.4
467420	20030822	28.9	3.1	10	81.6	20.54
467420	20030823	28.6	1.4	150	48.7	13.24
467420	20030824	28.2	1.9	60	71.7	19.44
467420	20030825	27.7	1.5	200	18.1	9.38
467420	20030826	28.4	2	250	56.1	16.82
467420	20030827	28.3	1.7	310	78.4	19.63
467420	20030828	28.4	1.9	310	54.7	15.47
467420	20030829	28.7	2.1	320	58	16.93
467420	20030830	28.4	1.9	290	44.6	15.07
467420	20030831	28	2.4	330	55	15.66
467420	20030901	26.8	1.2	140	6.4	6.06
467420	20030902	27.3	3.4	130	0.8	5.46
467420	20030903	25.9	1.7	150	8.8	6.94
467420	20030904	27.8	1.9	300	39.3	13.13
467420	20030905	28.5	2.2	150	80.4	20.24
467420	20030906	28.2	2.4	330	74.9	17.87
467420	20030907	28.5	2.1	260	74.3	17.54
467420	20030908	28.8	1.9	290	78.4	17.93
467420	20030909	28.8	2.1	340	59.9	15.73
467420	20030910	28.3	3.7	340	62.5	16.85
467420	20030911	28	5.2	360	67.5	17.22
467420	20030912	28.2	1.3	250	72.5	17.55
467420	20030913	28.5	1.9	320	46.5	13.13
467420	20030914	28.3	1.9	10	54	14.6
467420	20030915	28.9	2.1	300	75.4	19.07
467420	20030916	28.6	1.8	310	60.7	15.22
467420	20030917	28.7	1.9	250	55.9	14.96
467420	20030918	28.5	1.9	320	70	15.66
467420	20030919	28.1	1.3	170	31.4	10.15
467420	20030920	28	2	310	55.4	14.08
467420	20030921	26.9	2.7	140	19.9	9.99
467420	20030922	26	1.9	360	30.7	12.99
467420	20030923	26.6	2.3	130	13.3	10.36
467420	20030924	26.5	1.4	90	19.2	10.43
467420	20030925	27.3	1.4	340	52.6	13.5
467420	20030926	28.2	1.7	130	66.1	14.77
467420	20030927	28.1	1.8	130	55.3	13.11
467420	20030928	27.9	1.6	300	47.9	12.31
467420	20030929	27.7	1.6	250	87.5	18.72
467420	20030930	27.6	2.1	270	85.1	18.25
467420	20031001	27	2	340	65	15.29
467420	20031002	27.2	1.6	340	76.1	15.63
467420	20031003	27.8	2	140	70.4	15.93
467420	20031004	27.7	2.1	10	70.5	15.11
467420	20031005	25.9	1.6	10	7.7	7.12
467420	20031006	26.6	2.6	360	58.8	13.11
467420	20031007	26.5	2.5	360	50.4	13.08
467420	20031008	27.4	1.6	260	66.7	15.32
467420	20031009	26.6	1.5	250	18	7.5
467420	20031010	26.8	1.7	340	68.7	14.77
467420	20031011	26.8	2.1	250	79.2	16.04
467420	20031012	26.9	1.6	260	72.4	14.99
467420	20031013	26.8	1.9	310	25.9	8.23
467420	20031014	26.2	2.7	20	55.4	14.36
467420	20031015	23.7	3.3	10	26	9.93
467420	20031016	23.2	3.1	20	65.1	13.77
467420	20031017	24.2	2.1	10	85.3	15.84
467420	20031018	23.5	2.9	360	91.5	16.29
467420	20031019	23.9	1.6	350	90.8	17.24
467420	20031020	24.4	1.8	350	93.6	17
467420	20031021	23.8	2.3	360	91.2	15.41
467420	20031022	23.1	2.8	350	90.5	16.12
467420	20031023	22.1	3.1	10	65.1	13.06
467420	20031024	21.5	3	10	86.4	14.78
467420	20031025	21.7	2.3	20	85.6	15.77
467420	20031026	23.3	1.5	250	90.2	16.12
467420	20031027	23.7	1.9	360	92.1	15.85
467420	20031028	23.5	1.8	360	92.3	15.3
467420	20031029	23.9	1.6	120	88.9	14.79
