#stno	yyyymmdd	TX01	WD01	WD02	SS02	GR01
467410	20060318	26.1	2.4	300	74.2	18.15
467410	20060319	24.5	3.3	30	59.9	14.9
467410	20060320	21.3	2	50	0	1.91
467410	20060321	23.5	2	40	12.4	6.53
467410	20060322	24.2	2.8	320	46.3	11.92
467410	20060323	22.8	3.5	20	17.3	6.54
467410	20060324	19.2	3.8	30	1.6	2.57
467410	20060325	21.6	3.5	30	53.5	14.96
467410	20060326	20.7	3.7	30	2.5	1.23
467410	20060327	20.5	2.6	20	4.9	3.3
467410	20060328	21.6	3.9	20	53.2	15.98
467410	20060329	21.5	2.8	30	65.3	16.86
467410	20060330	22.7	2.2	50	79.1	18.67
467410	20060331	23.5	2.4	330	41.5	13.63
467410	20060401	26.1	3	200	23.6	11.57
467410	20060402	27	2.3	350	67.3	18.45
467410	20060403	27.2	1.8	330	63.1	18.02
467410	20060404	27.6	3.8	190	83.2	20.1
467410	20060405	27.2	2.6	270	79.8	20.61
467410	20060406	26.1	3	20	53.1	16.63
467410	20060407	25	3.5	20	69.9	17.5
467410	20060408	25.6	2	310	31.3	11.42
467410	20060409	27.2	4.3	180	18.4	12.02
467410	20060410	27.3	4	180	2.4	6.52
467410	20060411	28.1	2.7	240	67.5	18.71
467410	20060412	28.4	2.9	180	90	20.91
467410	20060413	25.6	2.6	200	2.4	3.57
467410	20060414	22.6	3.1	10	0	4.34
467410	20060415	20.6	3.8	10	0	3.58
467410	20060416	18.1	2.7	10	0	0.05
467410	20060417	22.2	1.5	350	3.2	8.3
467410	20060418	24.6	2.7	40	26.8	15.07
467410	20060419	26.3	2.8	360	88.9	21.1
467410	20060420	26.2	3.1	20	73.9	20.17
467410	20060421	26	2.2	30	72.9	19.15
467410	20060422	27.9	2.3	270	75.2	19.98
467410	20060423	27.6	2.2	260	59.4	17.44
467410	20060424	26.1	1.6	360	0	3.12
467410	20060425	26.9	1.9	320	63.1	17.84
467410	20060426	27.6	2	290	32.7	15.67
467410	20060427	27.4	2	270	17.9	12.08
467410	20060428	24.1	1.7	30	0	1.88
467410	20060429	24.2	2.1	30	0	2.45
467410	20060430	26.7	2.4	210	0	11.19
467410	20060501	28.3	2.4	270	75.7	21.49
467410	20060502	27.8	2.3	180	24.7	11.96
467410	20060503	27	1.9	350	2.3	7.43
467410	20060504	26.6	1.2	340	0	2.36
467410	20060505	27.5	1.8	200	39.9	16.05
467410	20060506	28.7	2.7	160	52.1	17.04
467410	20060507	29.3	2	320	61.3	18.68
467410	20060508	28.8	2	270	60.4	16.35
467410	20060509	29.3	1.6	300	86.3	20.84
467410	20060510	29.4	2.2	300	91.5	21.83
467410	20060511	29	4	20	40.4	15.47
467410	20060512	28.4	3.1	40	82.9	21.75
467410	20060513	27.9	4	20	55.5	17.71
467410	20060514	25.4	5	20	45.5	19.27
467410	20060515	25.7	3.6	20	4.5	9.69
467410	20060516	26.4	3.9	30	10.6	10.97
467410	20060517	27.9	5.6	170	37.1	13.4
467410	20060518	26.8	7	200	5.3	7.91
467410	20060519	27.4	2	320	84.5	22.73
467410	20060520	27.8	2.4	360	73.9	20.79
467410	20060521	28.6	1.6	360	20.3	12.21
467410	20060522	29.1	2.4	200	40.6	16.33
467410	20060523	28.7	2.1	250	45.1	17.58
467410	20060524	28.7	2.4	10	55.7	18.61
467410	20060525	28.8	2.3	20	67.5	18.81
467410	20060526	29.1	2.2	190	92.2	23.01
467410	20060527	28.7	2.5	190	41.9	16.11
467410	20060528	28.2	2.3	190	10.5	11.03
467410	20060529	23.8	2.7	20	0	2.31
467410	20060530	25.2	2.2	20	3.7	5.75
467410	20060531	27.9	2.9	140	37.3	18.38
467410	20060601	28.1	2.4	170	30.6	15.23
467410	20060602	26.8	1.9	140	1.5	5.66
467410	20060603	25.7	2.3	130	0.7	4.96
467410	20060604	27.9	2.5	130	17.1	13.53
467410	20060605	28.4	2.3	130	35	14.4
467410	20060606	28.6	2.8	210	13.4	12.63
467410	20060607	28.9	3.5	220	0	7.76
467410	20060608	28.9	4.5	220	3	11.41
467410	20060609	27	5	230	0	0
467410	20060610	24.4	2.8	170	0	0
467410	20060611	24.6	3	170	0	4.32
467410	20060612	25.9	2.5	130	0	0.93
467410	20060613	27.6	2.9	140	0	7.73
467410	20060614	28.6	2.2	250	43.7	19.14
467410	20060615	28.9	2.3	200	55.6	18.11
467410	20060616	29.2	2.7	190	70.4	19.13
467410	20060617	29.6	2.5	270	90.2	21.59
467410	20060618	30	1.9	190	69.6	20.62
467410	20060619	27.9	1.6	140	14.1	5.86
467410	20060620	28.7	2.5	330	57.8	17.69
467410	20060621	29.4	1.7	250	57	18
467410	20060622	29.9	2.4	140	74	19.63
467410	20060623	29.8	2.6	180	85.2	21.2
467410	20060624	30.1	2.7	190	70.4	21.25
467410	20060625	30.5	3	220	91.8	21.87
467410	20060626	30.7	2.7	20	88.9	21.12
467410	20060627	30.6	3.2	10	79.3	21.49
467410	20060628	30.8	2.9	190	63	16.07
467410	20060629	31.1	2.9	20	69.7	19.46
467410	20060630	31	2.7	20	64.5	17.77
467410	20060701	30.8	2.5	330	71.2	17.85
467410	20060702	30.6	2.7	180	63.1	16.35
467410	20060703	30.8	3.4	180	90.6	22.07
467410	20060704	30.8	2.6	260	86.9	21.91
467410	20060705	31	2.5	270	84.7	21.58
467410	20060706	31	2.5	280	72.1	20.27
467410	20060707	30.5	2.4	290	54.3	16.49
467410	20060708	28.3	2.2	80	5.2	4.35
467410	20060709	29	3.6	280	0	2.62
467410	20060710	29.7	2.7	130	17.1	12.06
467410	20060711	30.3	2.2	360	49.9	15.6
467410	20060712	29.9	5.7	360	12.7	7.39
467410	20060713	27.7	9.1	350	1.5	3.14
467410	20060714	26.1	5.9	180	0	0
467410	20060715	27	7.1	170	0	2.75
467410	20060716	25.7	5.3	150	0.7	2.18
467410	20060717	28.3	3.8	150	20.2	13.39
467410	20060718	28.6	2.6	160	69	20.15
467410	20060719	29.2	2.2	90	80.3	20.14
467410	20060720	29.7	2.4	200	69.1	19.47
467410	20060721	30.4	2.4	260	81.9	21.19
467410	20060722	30.5	2.5	190	78.3	21.2
467410	20060723	30.8	2.2	290	67	19.85
467410	20060724	30.2	4.4	350	15.8	10.78
467410	20060725	27	7.7	210	0	0.77
467410	20060726	26.3	5.4	150	0	2.9
467410	20060727	27.7	5.2	170	19.8	13.83
467410	20060728	29.1	2.6	310	64.4	20.91
467410	20060729	29.4	2.1	310	58.4	16.98
467410	20060730	29.4	1.9	290	35.7	14.76
467410	20060731	30	1.8	310	84.4	21.82
467410	20060801	30	2.3	340	58.6	18.03
467410	20060802	29.8	3	20	61	18.47
467410	20060803	27.8	2.5	50	28.2	12.95
467410	20060804	27.1	2	20	20.6	11.81
467410	20060805	28.3	2	100	62	17.76
467410	20060806	29.2	2.1	310	76.6	20.11
467410	20060807	29.5	3.2	330	66	17.15
467410	20060808	29.5	2.5	340	36.9	13.29
467410	20060809	28.3	2.9	10	0.8	8.85
467410	20060810	29.1	2.3	220	17	11.45
467410	20060811	30.2	3.6	350	65.6	17.42
467410	20060812	30.3	2	30	73.7	19.73
467410	20060813	30.2	2.3	310	72	20.23
467410	20060814	30.1	2.3	310	52.7	16.36
467410	20060815	30.2	1.9	310	80.7	20.28
467410	20060816	30.5	2.3	280	84	21.03
467410	20060817	29.7	2.1	280	54.5	16.34
467410	20060818	27.8	2.2	160	2.3	3.74
467410	20060819	27.7	2.8	200	19.5	13.5
467410	20060820	28.7	2	290	41.5	14.5
467410	20060821	29.4	1.8	20	39.2	15.72
467410	20060822	29.2	2.4	190	55	17.25
467410	20060823	29	2.3	150	1.6	7.41
467410	20060824	29.5	2	160	52.8	16.61
467410	20060825	29.7	2.5	160	63.1	17.62
467410	20060826	29	1.8	90	26.9	10.3
467410	20060827	28.7	2	100	32.5	13.69
467410	20060828	30	2.3	20	74.5	19.79
467410	20060829	30.1	2.2	190	74.7	19.69
467410	20060830	30.3	2.3	300	80.4	19.65
467410	20060831	29.7	2.2	270	41.5	13.79
467410	20060901	29.1	2.3	170	30.3	12.12
467410	20060902	29.4	2.5	130	64	17.77
467410	20060903	29	2.9	190	40.9	14.28
467410	20060904	29.3	2.9	260	73.1	19.15
467410	20060905	27.9	2.5	230	12.9	9.53
467410	20060906	27.4	1.9	130	14.5	7.16
467410	20060907	27.8	2.2	130	25.8	12.94
467410	20060908	28	2.2	100	46.9	15.19
467410	20060909	27.9	1.9	110	35.6	12.29
467410	20060910	27.5	1.8	40	17	7.64
467410	20060911	27.2	2.1	180	4.1	8.12
467410	20060912	28.6	1.7	280	56.2	16.13
467410	20060913	29.2	3	20	89	20.56
467410	20060914	28.5	2.6	20	31.1	12.15
467410	20060915	28.1	4.7	350	27.9	11.66
467410	20060916	28.3	5.6	350	42.7	13.23
467410	20060917	28.1	2.6	20	55.1	15.6
467410	20060918	27.6	3.4	10	86.5	19.41
467410	20060919	27.8	1.9	20	55.3	16.02
467410	20060920	27.5	2	310	0	7.56
467410	20060921	27.6	2.5	20	9.9	10.72
467410	20060922	28.1	2.1	360	78.9	17.45
467410	20060923	28.3	1.7	190	37.4	13.85
467410	20060924	28.1	2.2	10	19.2	11.59
467410	20060925	28.2	1.6	10	71	17.95
467410	20060926	27.8	1.6	260	68.6	16.21
467410	20060927	28	2.1	10	80.4	16.57
467410	20060928	28.1	1.9	10	83.1	16.01
467410	20060929	28.5	1.9	320	82.4	16.83
467410	20060930	29	1.7	320	43	13.06
467410	20061001	28.4	2.1	300	11	8.45
467410	20061002	28.8	2.6	10	53.3	14.55
467410	20061003	28.3	2.6	360	45.8	12.8
467410	20061004	26.7	4.2	60	67.9	16.5
467410	20061005	25.6	4.7	50	77.4	17.07
467410	20061006	26.3	2.7	70	65.6	15.31
467410	20061007	26.1	2.2	70	33.7	9.73
467410	20061008	26.6	1.9	330	53.9	13.61
467410	20061009	26.6	1.9	240	79.7	16.07
467410	20061010	27.6	1.5	290	80.7	15.8
467410	20061011	27.9	2.1	60	55.1	13.97
467410	20061012	27.8	1.9	260	80.2	15.92
467410	20061013	27.6	2	30	6.9	7.15
467410	20061014	27.5	2.3	60	41.5	11.65
467410	20061015	27.4	1.5	70	37.3	12.51
467410	20061016	27.5	2	280	66	14.26
467410	20061017	27.4	1.9	130	60	12.73
467410	20061018	27.4	1.6	330	75.8	14.77
467410	20061019	27.3	1.4	190	63.8	13.86
467410	20061020	27.7	2	50	68.2	14.07
467410	20061021	27.4	1.6	270	68.4	14.03
467410	20061022	27.6	2.1	330	25.5	8.94
467410	20061023	27.8	2	70	66	12.65
467410	20061024	27.5	2.6	40	27.3	10.08
467410	20061025	26	2.7	50	35.3	10.36
467410	20061026	27.1	1.8	70	65.4	12.91
467410	20061027	27.5	1.9	70	74.4	12.98
467410	20061028	27.2	2	320	71.9	12.29
467410	20061029	27.2	2.5	70	79.1	13.34
467410	20061030	26.4	2.8	60	26.7	9.25
467410	20061031	24.8	3	60	18.7	6.03
467410	20061101	23.4	4.2	70	1.8	3.43
467410	20061102	23.2	3.8	70	1.8	6.19
467410	20061103	23.3	3.6	30	15.2	9.1
467410	20061104	24.4	2.6	20	43.1	9.98
467410	20061105	25.7	2	40	54	11.31
467410	20061106	25.8	2.7	50	46.8	11.21
467410	20061107	24.4	2.7	70	58.6	11.96
467410	20061108	24.7	2.1	60	84.9	13.15
467410	20061109	24.9	2.3	50	82.3	12.48
467410	20061110	24.9	2.4	50	78.8	12.5
467410	20061111	24.8	3.5	30	60.8	11.3
467410	20061112	24.1	2.2	30	73.6	11.48
467410	20061113	24.7	2	20	18.2	8.07
467410	20061114	23.8	3.6	40	0	3.63
467410	20061115	22.8	3.7	40	24.6	9.87
467410	20061116	24.7	3.6	30	43.9	11.69
467410	20061117	25.7	2.3	30	85.1	12.58
467410	20061118	26.8	1.6	40	64.1	11.23
467410	20061119	26.5	3.4	30	62.4	10.79
467410	20061120	25.2	2.7	30	11.9	7.08
467410	20061121	25.7	1.9	20	65.3	12.38
467410	20061122	25.6	2.8	60	39.6	10
467410	20061123	25.2	3.4	20	66.4	11.91
467410	20061124	24.8	2	10	43.4	9.1
467410	20061125	25	2.4	20	85	11.98
467410	20061126	26	2.4	200	67.5	11.04
467410	20061127	25.5	2.6	360	88.8	12.41
467410	20061128	23.4	3	10	13	7.61
467410	20061129	24	3.5	10	78.8	11.6
467410	20061130	22.8	4.6	10	61.3	10.69
467410	20061201	22.1	4.5	10	77.1	11.74
467410	20061202	21.5	3.9	10	74.4	10.87
467410	20061203	19.8	3.5	10	3.7	2.98
467410	20061204	21.3	3.1	10	70.8	10.87
467410	20061205	22.2	4.2	10	82	12.01
467410	20061206	22.5	3.2	20	85.8	11.35
467410	20061207	23.6	2.3	20	80.2	11.17
467410	20061208	23.9	2.1	20	58.8	10.47
467410	20061209	22.6	3.5	30	59.8	10.51
467410	20061210	20.6	3.7	10	43.9	9.12
467410	20061211	21.5	2.9	20	47.7	9.12
467410	20061212	23.2	3.3	20	26.2	8.12
467410	20061213	23.8	2.7	10	0.9	6.31
467410	20061214	21	4.5	20	0.9	3.61
467410	20061215	20	4.4	30	0.9	2.82
467410	20061216	16.5	7	10	2.8	2.18
467410	20061217	15.5	5.7	10	44	8.35
467410	20061218	16.2	2.1	20	74.1	10.65
467410	20061219	18.6	2.8	10	46.8	10.11
467410	20061220	19.4	3.9	10	57.1	10.02
467410	20061221	18.9	4.8	10	27.2	7.82
467410	20061222	18.4	4.1	20	84.3	11.39
467410	20061223	19.4	1.6	20	88	11.45
467410	20061224	19.9	2.7	20	48.7	9.63
467410	20061225	18.3	5.3	10	82.4	11.58
467410	20061226	18.2	3.9	20	86.1	11.89
467410	20061227	19.1	3.5	20	82.4	11.36
467410	20061228	17.6	5.2	30	9.4	5.09
467410	20061229	16.8	3.7	30	72	11.05
467410	20061230	17.9	1.4	20	0	1.09
467410	20061231	19	2.7	20	0	3.08
467410	20070101	20	3.6	10	65.4	10.17
467410	20070102	21.2	2.5	10	24.3	7.79
467410	20070103	21.5	3.6	40	26.3	8.24
467410	20070104	19.8	4.8	20	42.9	9.53
467410	20070105	18.8	4.3	40	41	10.23
467410	20070106	17.2	6	30	61.5	11.02
467410	20070107	15.3	4.6	40	54	9.73
467410	20070108	14.7	4.7	30	79	11.23
467410	20070109	15.8	3.6	30	40.9	8.79
467410	20070110	18.7	2.9	30	26.9	9.4
467410	20070111	19.4	2.5	30	82.6	11.36
467410	20070112	19.5	4.1	20	56.5	11.36
467410	20070113	19.1	4.5	20	38.9	9.96
467410	20070114	19	3.7	20	47.2	10.44
467410	20070115	20.7	3	30	80.4	12.15
467410	20070116	20.6	2.7	20	0	5.1
467410	20070117	20.8	4.8	20	22.1	9.71
467410	20070118	17.7	4.6	20	0	0.9
467410	20070119	17.5	3.3	20	0	0.77
467410	20070120	18.7	3.7	20	49.6	10.88
467410	20070121	19.3	4.8	20	37.6	11.19
467410	20070122	19.4	4.1	20	61.4	11.68
467410	20070123	17.9	5.2	20	0.9	3.84
467410	20070124	16	5.6	20	26.5	10.6
467410	20070125	16.7	2.5	20	47.5	10.86
467410	20070126	17.4	3.7	20	71.1	12.53
467410	20070127	15	4.6	20	0	2.12
467410	20070128	15	6.9	30	86.4	14.73
467410	20070129	13.9	3.2	20	86.3	14.06
467410	20070130	15.7	3.3	40	89.8	15.13
467410	20070131	16.4	3.2	40	89.6	14.86
467410	20070201	15.5	5.3	20	82.3	13.89
467410	20070202	14.3	4.2	30	83.1	13.94
467410	20070203	14.9	3.4	40	84.7	14.66
467410	20070204	16.5	3.3	30	45	10.84
467410	20070205	19.6	2.9	30	82.7	14.52
467410	20070206	21.5	1.9	350	90.6	14.73
467410	20070207	21.5	2	30	86	14.92
467410	20070208	22.7	1.4	30	73.3	12.93
467410	20070209	22.5	2	40	14.3	5.46
467410	20070210	20.8	5.3	20	74	13.5
467410	20070211	19.3	3.8	20	63.2	12.34
467410	20070212	21.3	2.8	30	78.2	13.59
467410	20070213	23.4	1.9	80	62.1	13.16
467410	20070214	23.3	3.2	330	81.4	14.05
467410	20070215	20.4	3.2	40	46.8	11.67
467410	20070216	23.4	3.2	200	75.9	13.29
467410	20070217	24.9	3.1	160	79.2	14.35
467410	20070218	24.2	2.5	350	78.2	15.3
467410	20070219	22.3	3.2	30	52.6	12.23
467410	20070220	22.3	3.8	20	68.3	14.3
467410	20070221	21.7	4.3	20	78.7	14.28
467410	20070222	21.3	3.9	30	14.8	7.39
467410	20070223	22.1	3	20	82.7	15.82
467410	20070224	22.6	2.3	40	85.2	15.17
467410	20070225	20.1	5	30	51.2	12.43
467410	20070226	19.2	3.5	20	83.1	16.22
467410	20070227	20.7	2.5	20	83	16.15
467410	20070228	21.8	3	10	62.1	14.83
467410	20070301	22.5	2.9	30	33.6	12.24
467410	20070302	23.5	2.1	30	68.8	14.8
467410	20070303	23.5	1.6	30	54.9	13.82
467410	20070304	25.5	3.6	180	65.9	15.51
467410	20070305	22.4	3.6	30	35.9	10.9
467410	20070306	15.7	4.7	40	4.3	4.27
467410	20070307	14.5	4.1	40	0	0
467410	20070308	18.1	3.8	20	23.8	10.3
467410	20070309	20.4	3.6	30	73.8	15.42
467410	20070310	21.5	2.8	40	72.8	14.34
467410	20070311	20.9	3.8	20	60	14.89
467410	20070312	21	3.1	30	70	15.57
467410	20070313	22.4	3.6	30	78.3	15.34
467410	20070314	23.7	2.2	30	65.5	14.12
467410	20070315	25.2	2.1	190	79.7	15.52
467410	20070316	24	3.8	30	61.9	14.5
467410	20070317	21.6	4.1	30	53.5	13.9
467410	20070318	19.3	3.5	30	2.5	3.43
467410	20070319	18.9	5	30	3.3	3.7
467410	20070320	17.5	5.5	30	43.2	14.62
467410	20070321	20.2	3.4	30	70.5	16.68
467410	20070322	21.9	2.5	20	9.9	9.91
467410	20070323	23.2	2.3	20	9.1	8.88
467410	20070324	24.1	1.7	190	1.6	5.54
467410	20070325	25	1.8	350	50.2	15.95
467410	20070326	26.1	2	260	77.2	18.29
467410	20070327	26.5	2.2	280	15.6	10.05
467410	20070328	25.2	1.8	30	27.8	12.75
467410	20070329	26.3	1.8	280	65.3	14.49
467410	20070330	26.3	1.8	260	67.7	14.8
467410	20070331	26.5	1.8	250	47.2	15.71
467410	20070401	26.3	2.3	230	67.4	16.69
467410	20070402	25	2.8	20	41.4	13.56
467410	20070403	16.3	4.8	10	0.8	2.34
467410	20070404	15.6	2.8	20	0	1.25
467410	20070405	20.1	1.7	20	0.8	3.29
467410	20070406	21	3.4	20	15.3	11.38
467410	20070407	21	3.7	20	28.1	12.62
467410	20070408	20.1	4.6	10	22.5	10.28
467410	20070409	22	2	10	25.6	11.18
467410	20070410	22	3.7	10	13.6	12.34
467410	20070411	22	3.5	20	58.2	18.08
467410	20070412	24.1	1.9	30	61.3	18.76
467410	20070413	25.2	2.6	30	81.1	19.43
467410	20070414	26.1	1.7	290	55.6	16.71
467410	20070415	25.9	1.9	310	27.7	13
467410	20070416	26.3	1.9	260	53	18.14
467410	20070417	26.9	2.8	180	28.4	13.72
467410	20070418	21.5	6	20	58.3	17.11
467410	20070419	22.4	2.8	40	79.5	21.22
467410	20070420	24.9	2.1	50	55.8	19.37
467410	20070421	27.1	2	230	73.7	19.54
467410	20070422	27.6	3.1	210	70.5	19.95
467410	20070423	28.6	2	190	28.9	12.59
467410	20070424	27.2	-9997	0	-9997	-9997
467410	20070425	24.7	4	40	13.2	11.95
467410	20070426	25.3	2.2	30	0	8.34
467410	20070427	26.7	3.9	30	70.7	20.81
467410	20070428	26.5	4	30	74.5	21.95
467410	20070429	26	3.2	30	18.6	15.11
467410	20070430	27.7	3.1	210	57.2	20.39
467410	20070501	26.6	3.2	20	0.8	6.75
467410	20070502	26.7	2.7	330	8.5	13.23
467410	20070503	27.4	2.7	330	68.5	20.63
467410	20070504	27.6	2	40	18.5	12.68
467410	20070505	26.7	3	200	9.2	10.28
467410	20070506	25.9	2.8	340	7.7	12.26
467410	20070507	27.3	2.6	20	85	22.97
467410	20070508	27.1	3	20	74.2	21.65
467410	20070509	27	2.4	320	85.5	22.99
467410	20070510	27.5	2.9	330	84.6	23.05
467410	20070511	27.2	2.3	260	73.1	23.11
467410	20070512	27.6	2.5	330	64.7	21.22
467410	20070513	27.8	3.4	20	52.4	20.18
467410	20070514	28.2	3.6	20	76.6	22.77
467410	20070515	28.9	2.4	10	82.6	22.86
467410	20070516	28.9	2.5	260	82.5	23.69
467410	20070517	28	2.9	220	18.9	13.69
467410	20070518	28.7	2.6	170	56.6	19.82
467410	20070519	27.3	2.8	160	3.8	8.73
467410	20070520	23.8	2.5	60	0	2.95
467410	20070521	26.1	2.1	250	3.8	12.18
467410	20070522	27.3	3.1	200	18.1	14.45
467410	20070523	28.5	3.1	200	49.6	18.23
467410	20070524	29.5	3.3	220	73.6	22.06
467410	20070525	29.9	2.8	240	78.7	22.86
467410	20070526	30	3.1	250	87.7	23.4
467410	20070527	30.3	2.8	250	86.8	23.26
467410	20070528	29.9	2.4	190	60.6	21.44
467410	20070529	29.7	2.6	320	77.7	21.76
467410	20070530	29.8	2.1	360	44.8	18.04
467410	20070531	29.4	2.8	260	59	21.11
467410	20070601	30.1	2.7	260	48.5	22.35
467410	20070602	30	2.4	190	69.3	19.41
467410	20070603	30.3	2.6	250	78.9	22.09
467410	20070604	29.1	1.9	70	7.4	10.7
467410	20070605	27.5	1.9	140	17.1	9.3
467410	20070606	26.6	2.6	130	5.9	8.36
467410	20070607	26.2	2.7	140	0	4.51
467410	20070608	26.5	3.2	140	2.2	6.97
467410	20070609	26.1	2.5	130	0	6.07
467410	20070610	27.9	3.2	130	0	12.8
467410	20070611	27.5	4.1	150	0	8.9
467410	20070612	26.1	3.1	130	0	1.52
467410	20070613	29	3.5	200	10.4	16.26
467410	20070614	30.1	3.5	190	76.3	22.25
467410	20070615	28.2	2.6	140	23	11.96
467410	20070616	29.2	2.1	310	37.8	17.59
467410	20070617	29.6	2.3	40	20.7	15.32
467410	20070618	30.4	2.5	320	45.2	20.06
467410	20070619	30.8	2.4	320	60	20.85
467410	20070620	30.3	2.3	110	66.6	20.7
467410	20070621	30.9	2.7	10	91.1	24.27
467410	20070622	30.6	2.1	20	39.2	16.4
467410	20070623	30.7	3.9	200	74	22.37
467410	20070624	30.3	3.2	190	60.7	20.09
467410	20070625	29.2	2.5	140	25.9	15.71
467410	20070626	28.3	4.3	190	23.7	14.15
467410	20070627	29.1	6	190	73.3	23.4
467410	20070628	30.5	6	180	83	24.64
467410	20070629	30.8	6	190	68.9	22.38
467410	20070630	30.9	4.9	190	94.9	24.78
467410	20070701	30.9	3.9	200	83.8	23.87
467410	20070702	30.7	3.8	200	92	24.4
467410	20070703	30.7	3.8	100	91.3	24.9
467410	20070704	31.1	4	130	90.6	24.01
467410	20070705	30.6	4.4	160	81	21.51
467410	20070706	30.7	3.6	220	81	23.05
467410	20070707	31.1	2.7	190	87.8	24.4
467410	20070708	31.1	3.2	200	87.1	22.7
467410	20070709	29.8	3.2	110	52.9	17.64
467410	20070710	30.1	2.6	270	59.6	19.35
467410	20070711	31	2.2	300	61.9	19.69
467410	20070712	30.9	3.7	340	61.2	19.87
467410	20070713	30.7	3.4	310	75.4	22.47
467410	20070714	30	3	200	36.6	14.82
467410	20070715	27.4	3.2	130	3.7	5.12
467410	20070716	28.6	3	200	26.2	9.62
467410	20070717	28.8	2.5	140	13.5	10.01
467410	20070718	30.5	2.3	130	36	16.98
467410	20070719	30.9	2.3	280	57.8	20.9
467410	20070720	30.7	2.1	280	72.1	21.54
467410	20070721	30.7	2.3	270	78.2	22.04
467410	20070722	31	2.4	270	79	22.87
467410	20070723	31.2	2.2	260	58	19.91
467410	20070724	29.9	2.5	110	44.5	14.97
467410	20070725	30.6	2.2	340	72.5	20.7
467410	20070726	31	2.8	340	30.2	13.18
467410	20070727	31.3	2.9	20	77.9	21.62
467410	20070728	31.7	2.8	330	84.8	23.05
467410	20070729	30.9	2.7	320	68.2	21.63
467410	20070730	30.7	2.3	130	69.1	21.65
467410	20070731	31.1	2.2	310	71.5	21.11
467410	20070801	31.2	2.5	320	70	20.81
467410	20070802	31.1	2.6	250	73.9	19.12
467410	20070803	31.1	3	230	84.7	23.2
467410	20070804	29.8	2.6	260	52.7	15.66
467410	20070805	29.8	2.6	60	65.8	20.91
467410	20070806	30.6	2.9	20	74.3	21.82
467410	20070807	30	2.6	30	34.5	15.09
467410	20070808	28.6	3.3	350	2.3	9.31
467410	20070809	26.7	2.5	150	0	3.16
467410	20070810	26.6	3.4	130	13.9	11.41
467410	20070811	27.4	5	190	0	2.2
467410	20070812	28	6.7	180	0	2.93
467410	20070813	26.7	4.7	230	0	0
467410	20070814	25.4	4.6	160	0	4.19
467410	20070815	26.6	4.9	170	0	2.6
467410	20070816	30	3.3	10	45.9	22.18
467410	20070817	28.2	1.8	160	16.4	8.43
467410	20070818	26.6	6.6	220	0	2.1
467410	20070819	27.4	7.7	190	0	4.68
467410	20070820	26.2	4.7	140	0	3.46
467410	20070821	25.2	3.7	130	0	1.93
467410	20070822	26	3.1	140	11.8	10.78
467410	20070823	27.8	2.3	120	28.3	14.26
467410	20070824	27.9	2.2	110	22.1	13.47
467410	20070825	28.3	2.3	200	7.9	13.79
467410	20070826	29.5	2.4	20	26.1	11.74
467410	20070827	29.8	2.2	30	26.1	15.08
467410	20070828	28.8	2.1	130	58.7	18.11
467410	20070829	28.9	2.4	120	70.7	20.43
467410	20070830	28.9	2.4	110	69.2	20.57
467410	20070831	28.6	2.6	100	63	17.56
467410	20070901	28.8	3	120	84.6	21.83
467410	20070902	29	2.8	120	76.8	19.9
467410	20070903	29.1	2.3	250	56.9	17.4
467410	20070904	28.7	2.5	250	39.3	17.87
467410	20070905	28	2.1	160	22.5	13.86
467410	20070906	28.1	2.4	10	40.3	14.29
467410	20070907	28.7	2.8	140	34.7	15.87
467410	20070908	29.3	2	320	20.2	14.29
467410	20070909	28.4	1.8	170	4.9	7.22
467410	20070910	29	2.2	320	21.1	13.54
467410	20070911	29.3	2.5	290	50.4	17.15
467410	20070912	28.6	2.3	150	47.2	14.89
467410	20070913	28.6	1.9	330	23.7	9.9
467410	20070914	28.9	2.2	360	48.2	16.47
467410	20070915	29.1	3.5	30	74.5	19.31
467410	20070916	29.2	2.3	30	35.3	14.33
467410	20070917	27.8	4.9	20	26.3	14.3
467410	20070918	26	5.5	330	0	1.82
467410	20070919	28	3.9	190	0	10.14
467410	20070920	29.1	3.2	40	60.4	17.86
467410	20070921	28.9	2.7	350	27.3	13.6
467410	20070922	27.9	2	200	0.8	6.74
467410	20070923	27.2	2	80	8.3	7.8
467410	20070924	27.8	2.2	10	33.3	13.44
467410	20070925	27.8	1.8	310	15	9.99
467410	20070926	28.9	2.4	140	66.1	17.6
467410	20070927	29.3	2.1	340	62	18.41
467410	20070928	29.6	2.6	340	83.1	19.13
467410	20070929	29.8	2	290	47.1	13.66
467410	20070930	29.6	2.3	250	16	12.63
467410	20071001	29.5	2	260	11.8	10.61
467410	20071002	29.7	2.5	320	67.7	17.28
467410	20071003	29.7	2.3	310	85.6	19.61
467410	20071004	29.3	2.4	110	53.5	13.71
467410	20071005	27.8	3.6	30	0	7.09
467410	20071006	25.5	10.6	340	0	0.56
467410	20071007	25.8	3.9	230	0	0.57
467410	20071008	27.3	3.1	150	0	7.03
467410	20071009	26.9	2.5	30	46.3	13.98
467410	20071010	26	2.5	40	8.6	10.48
467410	20071011	25.9	2.2	30	3.4	7.74
467410	20071012	26.5	2	20	9.5	10.14
467410	20071013	26.9	2.7	20	61.3	16.21
467410	20071014	25.8	3.9	20	84.8	17.2
467410	20071015	25.5	3.9	40	68.5	15.77
467410	20071016	24.9	3.6	30	77.3	16.27
467410	20071017	24.6	3.3	40	73.1	16.14
